epoch,clean_loss,clean_acc,pixel_robust_loss,pixel_robust_acc,low_frequency_robust_loss,low_frequency_robust_acc,union_robust_acc,eval_time_sec
1,2.184900,0.192000,2.675768,0.100000,2.286513,0.172000,0.099000,7.12
